"","RT13Id","IsBadBuy"
"145",473,"0"
"146",474,"0"
"147",475,"0"
"148",477,"1"
"149",478,"0"
"150",479,"0"
"151",480,"0"
"152",482,"0"
"153",488,"0"
"154",493,"0"
"155",502,"0"
"156",503,"1"
"157",507,"0"
"158",508,"0"
"159",509,"0"
"160",510,"0"
"161",511,"0"
"162",514,"1"
"163",519,"0"
"164",521,"1"
"165",527,"0"
"166",529,"0"
"167",535,"0"
"168",537,"1"
"169",539,"1"
"170",544,"0"
"171",549,"0"
"172",555,"0"
"173",562,"0"
"174",563,"0"
"175",569,"0"
"176",571,"0"
"177",573,"0"
"178",576,"0"
"179",577,"0"
"180",587,"0"
"181",589,"1"
"182",591,"0"
"183",594,"0"
"184",596,"0"
"185",601,"0"
"186",604,"0"
"187",607,"0"
"188",609,"0"
"189",610,"1"
"190",611,"0"
"191",612,"0"
"192",617,"0"
"193",620,"0"
"194",621,"0"
"195",625,"0"
"196",628,"0"
"197",631,"0"
"198",634,"1"
"199",635,"1"
"200",636,"0"
"201",646,"0"
"202",648,"0"
"203",657,"0"
"204",658,"0"
"205",659,"0"
"206",661,"0"
"207",664,"0"
"208",678,"0"
"209",679,"0"
"210",681,"0"
"211",684,"0"
"212",685,"0"
"213",690,"0"
"214",694,"0"
"215",701,"0"
"216",702,"0"
"217",703,"0"
"218",705,"0"
"219",706,"0"
"220",708,"0"
"221",709,"0"
"222",710,"0"
"223",711,"0"
"224",713,"0"
"225",714,"0"
"226",718,"0"
"227",719,"0"
"228",726,"1"
"229",727,"0"
"230",744,"0"
"231",745,"0"
"232",746,"1"
"233",747,"0"
"234",750,"0"
"235",752,"0"
"236",755,"0"
"237",758,"0"
"238",760,"0"
"239",761,"0"
"240",764,"0"
"241",766,"0"
"242",770,"0"
"243",775,"0"
"244",785,"0"
"245",788,"0"
"246",791,"0"
"247",793,"0"
"248",795,"0"
"249",796,"0"
"250",800,"0"
"251",805,"0"
"252",810,"0"
"253",818,"0"
"254",819,"0"
"255",820,"0"
"256",821,"0"
"257",823,"0"
"258",824,"0"
"259",830,"1"
"260",831,"1"
"261",833,"0"
"262",835,"0"
"263",846,"0"
"264",851,"0"
"265",853,"0"
"266",859,"0"
"267",863,"0"
"268",864,"0"
"269",873,"0"
"270",874,"0"
"271",881,"0"
"272",882,"1"
"273",887,"0"
"274",888,"0"
"275",899,"0"
"276",900,"0"
"277",904,"0"
"278",905,"0"
"279",908,"0"
"280",909,"0"
"281",914,"0"
"282",919,"0"
"283",926,"0"
"284",934,"0"
"285",937,"0"
"286",938,"0"
"287",946,"0"
"288",956,"0"
"289",980,"1"
"290",983,"0"
"291",984,"0"
"292",988,"0"
"293",991,"0"
"294",993,"0"
"295",996,"0"
"296",1001,"0"
"297",1006,"0"
"298",1008,"0"
"299",1013,"0"
"300",1016,"1"
"301",1017,"1"
"302",1019,"0"
"303",1021,"0"
"304",1024,"0"
"305",1026,"0"
"306",1029,"0"
"307",1032,"0"
"308",1033,"0"
"309",1036,"0"
"310",1038,"0"
"311",1039,"0"
"312",1040,"0"
"313",1043,"0"
"314",1044,"0"
"315",1047,"0"
"316",1050,"0"
"317",1052,"0"
"318",1053,"0"
"319",1059,"1"
"320",1060,"0"
"321",1061,"0"
"322",1062,"1"
"323",1063,"0"
"324",1066,"0"
"325",1070,"0"
"326",1073,"1"
"327",1078,"1"
"328",1081,"0"
"329",1096,"0"
"330",1102,"0"
"331",1104,"0"
"332",1106,"0"
"333",1109,"0"
"334",1112,"1"
"335",1115,"0"
"336",1116,"0"
"337",1118,"0"
"338",1122,"1"
"339",1126,"1"
"340",1133,"0"
"341",1135,"0"
"342",1137,"0"
"343",1141,"0"
"344",1152,"0"
"345",1155,"0"
"346",1157,"0"
"347",1161,"0"
"348",1163,"0"
"349",1169,"0"
"350",1170,"0"
"351",1171,"0"
"352",1174,"0"
"353",1176,"0"
"354",1184,"0"
"355",1185,"0"
"356",1188,"0"
"357",1189,"0"
"358",1190,"0"
"359",1191,"0"
"360",1192,"0"
"361",1194,"0"
"362",1195,"0"
"363",1197,"0"
"364",1198,"0"
"365",1202,"0"
"366",1203,"0"
"367",1204,"0"
"368",1208,"0"
"369",1209,"0"
"370",1211,"0"
"371",1215,"0"
"372",1218,"0"
"373",1220,"0"
"374",1224,"0"
"375",1227,"0"
"376",1229,"0"
"377",1235,"0"
"378",1239,"0"
"379",1241,"0"
"380",1244,"0"
"381",1246,"0"
"382",1249,"1"
"383",1251,"0"
"384",1254,"0"
"385",1271,"0"
"386",1272,"0"
"387",1276,"0"
"388",1279,"0"
"389",1283,"0"
"390",1284,"0"
"391",1286,"1"
"392",1287,"0"
"393",1293,"0"
"394",1294,"0"
"395",1296,"0"
"396",1297,"0"
"397",1302,"0"
"398",1310,"0"
"399",1311,"0"
"400",1313,"0"
"401",1314,"0"
"402",1316,"1"
"403",1318,"0"
"404",1321,"0"
"405",1323,"0"
"406",1324,"0"
"407",1328,"0"
"408",1333,"0"
"409",1334,"0"
"410",1340,"0"
"411",1341,"0"
"412",1361,"0"
"413",1363,"0"
"414",1368,"0"
"415",1369,"0"
"416",1370,"0"
"417",1371,"0"
"418",1372,"0"
"419",1376,"0"
"420",1394,"0"
"421",1400,"0"
"422",1405,"0"
"423",1409,"0"
"424",1410,"0"
"425",1413,"0"
"426",1415,"0"
"427",1421,"0"
"428",1426,"0"
"429",1433,"0"
"430",1435,"0"
"431",1440,"0"
"432",1442,"0"
"433",1449,"0"
"434",1452,"0"
"435",1455,"0"
"436",1456,"0"
"437",1462,"0"
"438",1468,"0"
"439",1475,"0"
"440",1480,"1"
"441",1486,"0"
"442",1488,"0"
"443",1494,"0"
"444",1499,"0"
"445",1507,"0"
"446",1510,"0"
"447",1515,"0"
"448",1518,"0"
"449",1525,"0"
"450",1528,"0"
"451",1530,"0"
"452",1532,"0"
"453",1546,"0"
"454",1549,"0"
"455",1555,"0"
"456",1560,"0"
"457",1566,"0"
"458",1567,"1"
"459",1586,"0"
"460",1588,"1"
"461",1591,"0"
"462",1594,"0"
"463",1603,"0"
"464",1605,"0"
"465",1619,"0"
"466",1622,"0"
"467",1626,"0"
"468",1627,"0"
"469",1632,"1"
"470",1634,"0"
"471",1635,"0"
"472",1638,"0"
"473",1640,"0"
"474",1644,"0"
"475",1647,"0"
"476",1651,"0"
"477",1665,"0"
"478",1669,"1"
"479",1673,"0"
"480",1681,"1"
"481",1684,"0"
"482",1688,"0"
"483",1690,"0"
"484",1693,"0"
"485",1698,"0"
"486",1702,"0"
"487",1710,"0"
"488",1717,"0"
"489",1719,"0"
"490",1724,"1"
"491",1725,"0"
"492",1728,"0"
"493",1729,"0"
"494",1731,"0"
"495",1732,"0"
"496",1734,"0"
"497",1748,"0"
"498",1749,"0"
"499",1750,"0"
"500",1752,"0"
"501",1753,"0"
"502",1755,"0"
"503",1759,"0"
"504",1764,"0"
"505",1770,"0"
"506",1772,"0"
"507",1775,"0"
"508",1780,"0"
"509",1790,"0"
"510",1791,"0"
"511",1792,"0"
"512",1795,"0"
"513",1796,"0"
"514",1798,"0"
"515",1800,"0"
"516",1803,"0"
"517",1804,"0"
"518",1808,"0"
"519",1810,"0"
"520",1813,"0"
"521",1814,"0"
"522",1816,"0"
"523",1818,"0"
"524",1820,"0"
"525",1821,"0"
"526",1822,"0"
"527",1829,"0"
"528",1830,"0"
"529",1831,"0"
"530",1832,"0"
"531",1834,"0"
"532",1838,"0"
"533",1841,"0"
"534",1842,"0"
"535",1844,"0"
"536",1846,"0"
"537",1847,"0"
"538",1849,"0"
"539",1853,"0"
"540",1868,"0"
"541",1869,"0"
"542",1870,"0"
"543",1874,"0"
"544",1876,"0"
"545",1877,"0"
"546",1878,"0"
"547",1882,"0"
"548",1892,"0"
"549",1895,"0"
"550",1900,"1"
"551",1910,"0"
"552",1913,"0"
"553",1915,"0"
"554",1917,"0"
"555",1920,"0"
"556",1926,"0"
"557",1931,"0"
"558",1932,"0"
"559",1935,"0"
"560",1937,"0"
"561",1939,"0"
"562",1940,"0"
"563",1942,"0"
"564",1948,"0"
"565",1954,"0"
"566",1957,"0"
"567",1962,"0"
"568",1963,"0"
"569",1966,"0"
"570",1970,"0"
"571",1971,"0"
"572",1976,"0"
"573",1977,"0"
"574",1978,"0"
"575",1979,"0"
"576",1984,"0"
"577",1985,"0"
"578",1987,"0"
"579",1989,"0"
"580",1990,"0"
"581",1994,"0"
"582",1995,"0"
"583",1997,"0"
"584",2000,"0"
"585",2003,"0"
"586",2005,"0"
"587",2006,"0"
"588",2009,"0"
"589",2016,"0"
"590",2020,"0"
"591",2021,"0"
"592",2022,"0"
"593",2028,"0"
"594",2031,"0"
"595",2032,"0"
"596",2035,"0"
"597",2036,"0"
"598",2050,"0"
"599",2051,"0"
"600",2052,"0"
"601",2053,"0"
"602",2060,"0"
"603",2064,"0"
"604",2071,"0"
"605",2072,"0"
"606",2074,"0"
"607",2076,"0"
"608",2079,"0"
"609",2082,"0"
"610",2083,"0"
"611",2094,"0"
"612",2097,"0"
"613",2100,"0"
"614",2109,"0"
"615",2111,"0"
"616",2117,"0"
"617",2119,"0"
"618",2123,"0"
"619",2125,"0"
"620",2126,"0"
"621",2129,"0"
"622",2130,"0"
"623",2132,"0"
"624",2135,"0"
"625",2137,"0"
"626",2138,"0"
"627",2140,"0"
"628",2146,"0"
"629",2147,"0"
"630",2148,"0"
"631",2151,"0"
"632",2152,"0"
"633",2153,"0"
"634",2163,"0"
"635",2166,"0"
"636",2167,"0"
"637",2168,"0"
"638",2172,"0"
"639",2174,"0"
"640",2176,"0"
"641",2178,"0"
"642",2180,"0"
"643",2185,"0"
"644",2188,"0"
"645",2189,"1"
"646",2191,"0"
"647",2193,"0"
"648",2194,"0"
"649",2197,"0"
"650",2198,"0"
"651",2200,"0"
"652",2201,"0"
"653",2202,"0"
"654",2204,"0"
"655",2205,"0"
"656",2210,"0"
"657",2212,"0"
"658",2224,"0"
"659",2230,"0"
"660",2233,"0"
"661",2239,"0"
"662",2243,"0"
"663",2248,"0"
"664",2251,"0"
"665",2253,"0"
"666",2254,"0"
"667",2260,"0"
"668",2265,"0"
"669",2266,"0"
"670",2274,"0"
"671",2277,"0"
"672",2284,"0"
"673",2286,"0"
"674",2287,"0"
"675",2291,"0"
"676",2292,"0"
"677",2293,"0"
"678",2300,"0"
"679",2301,"0"
"680",2304,"0"
"681",2307,"1"
"682",2311,"1"
"683",2313,"1"
"684",2314,"1"
"685",2318,"1"
"686",2326,"0"
"687",2327,"0"
"688",2331,"0"
"689",2333,"0"
"690",2339,"1"
"691",2340,"0"
"692",2341,"0"
"693",2343,"0"
"694",2350,"0"
"695",2351,"0"
"696",2357,"0"
"697",2358,"0"
"698",2359,"0"
"699",2365,"0"
"700",2371,"0"
"701",2374,"0"
"702",2376,"0"
"703",2384,"0"
"704",2394,"0"
"705",2395,"1"
"706",2397,"0"
"707",2399,"0"
"708",2403,"0"
"709",2406,"1"
"710",2408,"0"
"711",2410,"0"
"712",2411,"0"
"713",2413,"0"
"714",2415,"0"
"715",2417,"0"
"716",2420,"0"
"717",2424,"0"
"718",2426,"0"
"719",2428,"0"
"720",2433,"0"
"721",2437,"0"
"722",2439,"0"
"723",2447,"0"
"724",2449,"0"
"725",2450,"0"
"726",2452,"0"
"727",2464,"0"
"728",2471,"0"
"729",2473,"0"
"730",2474,"0"
"731",2477,"0"
"732",2480,"0"
"733",2487,"0"
"734",2489,"0"
"735",2497,"0"
"736",2498,"0"
"737",2503,"0"
"738",2504,"0"
"739",2507,"0"
"740",2511,"0"
"741",2515,"0"
"742",2516,"1"
"743",2518,"0"
"744",2520,"0"
"745",2525,"0"
"746",2526,"0"
"747",2530,"0"
"748",2531,"0"
"749",2538,"0"
"750",2540,"0"
"751",2544,"0"
"752",2546,"0"
"753",2550,"0"
"754",2551,"0"
"755",2552,"0"
"756",2555,"0"
"757",2556,"0"
"758",2561,"0"
"759",2562,"0"
"760",2566,"0"
"761",2570,"0"
"762",2572,"0"
"763",2573,"0"
"764",2574,"0"
"765",2580,"0"
"766",2583,"0"
"767",2589,"0"
"768",2592,"0"
"769",2593,"1"
"770",2594,"0"
"771",2597,"0"
"772",2612,"0"
"773",2616,"0"
"774",2618,"0"
"775",2619,"0"
"776",2622,"0"
"777",2623,"0"
"778",2625,"0"
"779",2628,"0"
"780",2635,"0"
"781",2639,"0"
"782",2642,"0"
"783",2648,"0"
"784",2659,"0"
"785",2663,"0"
"786",2664,"0"
"787",2666,"0"
"788",2669,"0"
"789",2670,"0"
"790",2675,"0"
"791",2677,"0"
"792",2685,"0"
"793",2686,"0"
"794",2688,"0"
"795",2692,"0"
"796",2694,"0"
"797",2695,"0"
"798",2696,"0"
"799",2697,"0"
"800",2699,"0"
"801",2700,"0"
"802",2701,"0"
"803",2702,"0"
"804",2703,"0"
"805",2705,"0"
"806",2712,"0"
"807",2713,"0"
"808",2716,"0"
"809",2731,"0"
"810",2733,"0"
"811",2735,"0"
"812",2748,"0"
"813",2750,"0"
"814",2751,"0"
"815",2752,"0"
"816",2753,"0"
"817",2757,"0"
"818",2763,"1"
"819",2766,"0"
"820",2771,"0"
"821",2772,"0"
"822",2777,"0"
"823",2779,"1"
"824",2786,"0"
"825",2787,"0"
"826",2793,"0"
"827",2794,"0"
"828",2796,"0"
"829",2797,"0"
"830",2807,"0"
"831",2817,"0"
"832",2818,"0"
"833",2823,"1"
"834",2825,"0"
"835",2833,"0"
"836",2842,"0"
"837",2847,"0"
"838",2850,"0"
"839",2852,"0"
"840",2855,"0"
"841",2857,"0"
"842",2858,"0"
"843",2860,"0"
"844",2862,"0"
"845",2873,"0"
"846",2876,"0"
"847",2879,"0"
"848",2884,"0"
"849",2885,"0"
"850",2887,"0"
"851",2890,"0"
"852",2894,"0"
"853",2898,"0"
"854",2909,"0"
"855",2912,"0"
"856",2913,"0"
"857",2914,"0"
"858",2916,"0"
"859",2922,"0"
"860",2926,"0"
"861",2934,"0"
"862",2935,"0"
"863",2939,"0"
"864",2942,"0"
"865",2947,"0"
"866",2954,"0"
"867",2956,"1"
"868",2958,"0"
"869",2959,"0"
"870",2965,"0"
"871",2967,"0"
"872",2968,"1"
"873",2969,"0"
"874",2972,"0"
"875",2974,"1"
"876",2976,"0"
"877",2981,"0"
"878",2988,"0"
"879",2996,"0"
"880",2999,"0"
"881",3000,"0"
"882",3002,"0"
"883",3003,"0"
"884",3004,"0"
"885",3007,"0"
"886",3010,"0"
"887",3011,"0"
"888",3012,"0"
"889",3013,"0"
"890",3014,"0"
"891",3015,"0"
"892",3021,"0"
"893",3026,"0"
"894",3028,"0"
"895",3029,"0"
"896",3030,"0"
"897",3043,"0"
"898",3047,"0"
"899",3068,"0"
"900",3072,"0"
"901",3082,"0"
"902",3084,"0"
"903",3087,"0"
"904",3091,"0"
"905",3092,"0"
"906",3093,"0"
"907",3094,"0"
"908",3095,"0"
"909",3097,"0"
"910",3105,"0"
"911",3111,"0"
"912",3113,"0"
"913",3114,"0"
"914",3115,"0"
"915",3120,"0"
"916",3129,"0"
"917",3130,"0"
"918",3133,"0"
"919",3135,"0"
"920",3139,"1"
"921",3140,"0"
"922",3141,"0"
"923",3142,"0"
"924",3143,"0"
"925",3146,"0"
"926",3150,"0"
"927",3151,"0"
"928",3158,"0"
"929",3165,"0"
"930",3166,"0"
"931",3170,"0"
"932",3172,"0"
"933",3175,"0"
"934",3178,"0"
"935",3179,"0"
"936",3184,"0"
"937",3185,"0"
"938",3186,"0"
"939",3187,"0"
"940",3194,"0"
"941",3201,"0"
"942",3205,"0"
"943",3206,"0"
"944",3207,"0"
"945",3221,"0"
"946",3222,"0"
"947",3228,"0"
"948",3235,"0"
"949",3236,"0"
"950",3243,"0"
"951",3244,"0"
"952",3256,"0"
"953",3258,"0"
"954",3269,"1"
"955",3279,"0"
"956",3282,"1"
"957",3283,"0"
"958",3285,"0"
"959",3286,"0"
"960",3287,"0"
"961",3289,"0"
"962",3290,"0"
"963",3295,"0"
"964",3298,"0"
"965",3299,"0"
"966",3303,"0"
"967",3306,"0"
"968",3311,"0"
"969",3313,"0"
"970",3314,"0"
"971",3321,"0"
"972",3323,"0"
"973",3325,"0"
"974",3326,"0"
"975",3331,"0"
"976",3337,"0"
"977",3338,"0"
"978",3343,"0"
"979",3344,"0"
"980",3346,"0"
"981",3347,"1"
"982",3348,"0"
"983",3359,"0"
"984",3369,"0"
"985",3371,"0"
"986",3378,"0"
"987",3380,"0"
"988",3382,"0"
"989",3393,"0"
"990",3400,"0"
"991",3403,"0"
"992",3405,"0"
"993",3406,"0"
"994",3407,"0"
"995",3411,"0"
"996",3413,"0"
"997",3419,"0"
"998",3420,"0"
"999",3421,"0"
"1000",3423,"0"
"1001",3428,"0"
"1002",3429,"0"
"1003",3430,"0"
"1004",3431,"1"
"1005",3434,"0"
"1006",3437,"0"
"1007",3440,"0"
"1008",3441,"0"
"1009",3443,"0"
"1010",3451,"0"
"1011",3455,"0"
"1012",3460,"0"
"1013",3462,"0"
"1014",3465,"0"
"1015",3467,"0"
"1016",3477,"1"
"1017",3480,"1"
"1018",3487,"0"
"1019",3492,"0"
"1020",3495,"0"
"1021",3497,"0"
"1022",3500,"0"
"1023",3502,"0"
"1024",3509,"0"
"1025",3513,"0"
"1026",3517,"0"
"1027",3521,"0"
"1028",3526,"0"
"1029",3532,"0"
"1030",3533,"0"
"1031",3536,"0"
"1032",3541,"0"
"1033",3548,"0"
"1034",3553,"0"
"1035",3557,"0"
"1036",3562,"0"
"1037",3564,"0"
"1038",3571,"0"
"1039",3580,"0"
"1040",3582,"0"
"1041",3583,"0"
"1042",3584,"0"
"1043",3585,"1"
"1044",3590,"0"
"1045",3592,"0"
"1046",3598,"0"
"1047",3599,"0"
"1048",3600,"0"
"1049",3602,"0"
"1050",3604,"0"
"1051",3606,"0"
"1052",3607,"0"
"1053",3613,"0"
"1054",3617,"0"
"1055",3619,"0"
"1056",3625,"0"
"1057",3629,"0"
"1058",3632,"0"
"1059",3633,"0"
"1060",3634,"0"
"1061",3638,"0"
"1062",3640,"0"
"1063",3649,"0"
"1064",3651,"0"
"1065",3652,"0"
"1066",3656,"0"
"1067",3657,"0"
"1068",3658,"0"
"1069",3660,"0"
"1070",3674,"0"
"1071",3675,"0"
"1072",3676,"0"
"1073",3677,"0"
"1074",3678,"0"
"1075",3679,"0"
"1076",3680,"0"
"1077",3686,"0"
"1078",3688,"0"
"1079",3689,"0"
"1080",3696,"0"
"1081",3698,"0"
"1082",3702,"0"
"1083",3705,"0"
"1084",3711,"0"
"1085",3717,"0"
"1086",3723,"0"
"1087",3729,"0"
"1088",3731,"0"
"1089",3732,"0"
"1090",3734,"0"
"1091",3737,"0"
"1092",3744,"0"
"1093",3746,"0"
"1094",3754,"0"
"1095",3758,"0"
"1096",3760,"0"
"1097",3764,"0"
"1098",3767,"0"
"1099",3776,"0"
"1100",3780,"0"
"1101",3782,"1"
"1102",3783,"0"
"1103",3788,"0"
"1104",3789,"0"
"1105",3791,"0"
"1106",3792,"0"
"1107",3797,"0"
"1108",3798,"0"
"1109",3810,"0"
"1110",3814,"0"
"1111",3817,"0"
"1112",3833,"0"
"1113",3836,"0"
"1114",3837,"1"
"1115",3839,"0"
"1116",3845,"0"
"1117",3847,"0"
"1118",3851,"0"
"1119",3852,"0"
"1120",3853,"0"
"1121",3855,"0"
"1122",3857,"0"
"1123",3860,"0"
"1124",3861,"0"
"1125",3863,"0"
"1126",3866,"0"
"1127",3869,"0"
"1128",3872,"0"
"1129",3875,"0"
"1130",3876,"0"
"1131",3881,"0"
"1132",3885,"0"
"1133",3886,"0"
"1134",3887,"0"
"1135",3891,"0"
"1136",3892,"0"
"1137",3894,"0"
"1138",3897,"0"
"1139",3898,"0"
"1140",3899,"0"
"1141",3901,"0"
"1142",3904,"0"
"1143",3906,"0"
"1144",3910,"0"
"1145",3912,"0"
"1146",3917,"0"
"1147",3920,"0"
"1148",3926,"1"
"1149",3927,"0"
"1150",3929,"0"
"1151",3930,"0"
"1152",3932,"0"
"1153",3933,"0"
"1154",3935,"0"
"1155",3939,"0"
"1156",3943,"0"
"1157",3950,"0"
"1158",3951,"0"
"1159",3953,"0"
"1160",3962,"0"
"1161",3965,"0"
"1162",3972,"0"
"1163",3974,"0"
"1164",3983,"0"
"1165",3990,"0"
"1166",3991,"0"
"1167",3999,"0"
"1168",4000,"0"
"1169",4004,"0"
"1170",4011,"0"
"1171",4012,"0"
"1172",4020,"0"
"1173",4021,"0"
"1174",4022,"0"
"1175",4027,"0"
"1176",4028,"0"
"1177",4029,"0"
"1178",4033,"1"
"1179",4034,"0"
"1180",4037,"0"
"1181",4038,"0"
"1182",4039,"0"
"1183",4040,"1"
"1184",4041,"1"
"1185",4044,"0"
"1186",4056,"0"
"1187",4073,"0"
"1188",4079,"0"
"1189",4082,"0"
"1190",4084,"0"
"1191",4088,"0"
"1192",4089,"0"
"1193",4091,"0"
"1194",4092,"0"
"1195",4094,"0"
"1196",4101,"0"
"1197",4102,"0"
"1198",4103,"0"
"1199",4105,"0"
"1200",4106,"0"
"1201",4109,"0"
"1202",4112,"0"
"1203",4113,"0"
"1204",4118,"0"
"1205",4123,"0"
"1206",4142,"0"
"1207",4145,"0"
"1208",4147,"0"
"1209",4149,"0"
"1210",4152,"0"
"1211",4153,"0"
"1212",4160,"0"
"1213",4165,"0"
"1214",4167,"0"
"1215",4180,"0"
"1216",4185,"0"
"1217",4195,"1"
"1218",4203,"0"
"1219",4209,"0"
"1220",4211,"0"
"1221",4212,"0"
"1222",4222,"0"
"1223",4223,"0"
"1224",4224,"0"
"1225",4225,"0"
"1226",4230,"0"
"1227",4231,"0"
"1228",4232,"0"
"1229",4240,"0"
"1230",4241,"0"
"1231",4242,"0"
"1232",4243,"0"
"1233",4244,"0"
"1234",4248,"0"
"1235",4250,"0"
"1236",4251,"0"
"1237",4252,"0"
"1238",4253,"0"
"1239",4254,"0"
"1240",4255,"0"
"1241",4264,"0"
"1242",4266,"0"
"1243",4267,"0"
"1244",4268,"0"
"1245",4270,"0"
"1246",4274,"0"
"1247",4275,"0"
"1248",4276,"0"
"1249",4289,"0"
"1250",4290,"0"
"1251",4293,"0"
"1252",4295,"0"
"1253",4297,"0"
"1254",4300,"0"
"1255",4301,"0"
"1256",4302,"0"
"1257",4303,"0"
"1258",4304,"0"
"1259",4305,"0"
"1260",4311,"0"
"1261",4314,"0"
"1262",4315,"0"
"1263",4316,"0"
"1264",4317,"0"
"1265",4318,"0"
"1266",4321,"0"
"1267",4325,"0"
"1268",4326,"0"
"1269",4327,"0"
"1270",4330,"0"
"1271",4332,"0"
"1272",4341,"0"
"1273",4342,"0"
"1274",4345,"0"
"1275",4349,"0"
"1276",4350,"0"
"1277",4359,"0"
"1278",4363,"0"
"1279",4367,"0"
"1280",4370,"0"
"1281",4376,"0"
"1282",4377,"0"
"1283",4378,"1"
"1284",4381,"0"
"1285",4382,"0"
"1286",4384,"0"
"1287",4385,"0"
"1288",4386,"0"
"1289",4388,"0"
"1290",4396,"1"
"1291",4399,"0"
"1292",4400,"0"
"1293",4404,"0"
"1294",4415,"0"
"1295",4416,"0"
"1296",4418,"0"
"1297",4422,"0"
"1298",4427,"0"
"1299",4428,"0"
"1300",4429,"1"
"1301",4430,"0"
"1302",4432,"1"
"1303",4448,"0"
"1304",4451,"0"
"1305",4460,"0"
"1306",4464,"0"
"1307",4465,"0"
"1308",4474,"0"
"1309",4476,"0"
"1310",4477,"0"
"1311",4478,"0"
"1312",4480,"0"
"1313",4483,"0"
"1314",4484,"0"
"1315",4485,"0"
"1316",4488,"1"
"1317",4489,"1"
"1318",4490,"0"
"1319",4493,"0"
"1320",4494,"0"
"1321",4496,"0"
"1322",4499,"0"
"1323",4502,"0"
"1324",4508,"0"
"1325",4512,"0"
"1326",4513,"0"
"1327",4516,"0"
"1328",4521,"0"
"1329",4522,"0"
"1330",4523,"0"
"1331",4533,"0"
"1332",4534,"0"
"1333",4535,"1"
"1334",4537,"0"
"1335",4548,"0"
"1336",4551,"0"
"1337",4553,"0"
"1338",4557,"0"
"1339",4558,"0"
"1340",4561,"0"
"1341",4564,"0"
"1342",4566,"0"
"1343",4569,"0"
"1344",4571,"0"
"1345",4574,"0"
"1346",4576,"0"
"1347",4578,"0"
"1348",4580,"0"
"1349",4581,"0"
"1350",4585,"0"
"1351",4586,"0"
"1352",4587,"0"
"1353",4588,"0"
"1354",4592,"0"
"1355",4595,"0"
"1356",4596,"0"
"1357",4601,"0"
"1358",4602,"0"
"1359",4606,"0"
"1360",4609,"0"
"1361",4610,"0"
"1362",4612,"0"
"1363",4616,"0"
"1364",4620,"0"
"1365",4624,"0"
"1366",4626,"0"
"1367",4627,"0"
"1368",4633,"0"
"1369",4636,"0"
"1370",4637,"0"
"1371",4638,"0"
"1372",4639,"0"
"1373",4641,"0"
"1374",4643,"0"
"1375",4644,"0"
"1376",4647,"0"
"1377",4652,"0"
"1378",4663,"0"
"1379",4665,"0"
"1380",4670,"0"
"1381",4671,"0"
"1382",4672,"0"
"1383",4675,"0"
"1384",4676,"0"
"1385",4677,"0"
"1386",4680,"0"
"1387",4681,"0"
